host,level,response_ms
host-c,WARN,19.80324173257299
host-a,ERROR,12.234313765913356
host-a,WARN,5.930087202180314
host-a,WARN,11.183983939566483
host-a,INFO,0.13225092229817811
host-c,INFO,44.192057150842246
host-a,ERROR,8.056987752040643
host-a,INFO,10.064752805677731
host-b,ERROR,38.728479509097745
host-c,INFO,60.5474214688828
host-c,WARN,17.600768268069743
host-c,INFO,109.60421380357148
host-b,INFO,51.262272950027686
host-b,WARN,45.648588650479795
host-c,INFO,158.32499378866558
host-a,WARN,1.8922055203121255
host-b,INFO,6.316346671665952
host-b,WARN,143.96384960337573
host-b,INFO,12.426742839997818
host-c,INFO,147.17086847661287
host-a,INFO,118.81518772610409
host-b,WARN,65.9335779524542
host-b,ERROR,88.11768664834729
host-c,INFO,8.440296915402715
host-a,INFO,19.705430880697715
host-b,INFO,112.86304868687009
host-c,WARN,8.074821039661899
host-c,INFO,55.36967894777891
host-b,INFO,12.985720674803988
host-c,WARN,45.3931030126271
host-c,WARN,117.37574781811053
host-b,INFO,7.979930200539462
host-c,INFO,107.95881464932569
host-a,INFO,30.67010059640694
host-a,ERROR,5.129091752912456
host-b,INFO,82.28155616177528
host-a,INFO,38.38580811106883
host-a,WARN,82.17279011800429
host-b,INFO,8.535888394435979
host-c,INFO,75.91700251500475
host-a,INFO,34.841099002703125
host-c,WARN,17.765325598211547
host-b,INFO,149.3800219831596
host-a,ERROR,5.646035687064091
host-b,WARN,13.570786732157746
host-c,INFO,45.78892719891143
host-b,INFO,69.40438577707346
host-a,WARN,47.25430774206423
host-b,INFO,7.802120650500292
host-b,INFO,6.479454248992873
host-b,INFO,24.830637432735912
host-c,INFO,86.06125374844864
host-c,WARN,41.97125367288449
host-c,INFO,16.748407889905195
host-c,INFO,31.313286819013225
host-a,INFO,137.34602360794287
host-c,ERROR,7.545648311721041
host-c,INFO,9.304492869922951
host-a,INFO,3.913500605474414
host-c,INFO,21.45501237228367
host-b,INFO,42.06778395267793
host-c,ERROR,41.9537219978258
host-a,ERROR,65.93539045982126
host-b,INFO,12.71162179729014
host-a,INFO,15.658503438563793
host-b,INFO,43.77321132577951
host-b,INFO,60.56522534479847
host-b,INFO,134.22020456414106
host-a,WARN,118.4286595949817
host-b,INFO,8.922271713749714
host-b,INFO,10.966114282062483
host-b,INFO,103.71567067544083
host-b,INFO,5.901799938271597
host-b,INFO,43.88112054553329
host-c,INFO,73.55782472410452
host-a,ERROR,7.7727497005107065
host-b,INFO,60.18137766964785
host-b,INFO,58.13351562075054
host-b,INFO,30.608892877179418
host-b,WARN,34.47884206353461
host-b,INFO,9.694103905020178
host-c,ERROR,319.36472822025183
host-c,INFO,43.586066209599814
host-b,INFO,5.385327191850044
host-b,WARN,37.97749790197752
host-b,INFO,2.7884365760093375
host-a,WARN,33.850220120549004
host-a,INFO,32.87120786955029
host-c,INFO,10.628360557511666
host-c,INFO,31.633825969661167
host-a,INFO,24.98013082422837
host-b,INFO,31.810370430634926
host-c,INFO,37.76597671907499
host-b,ERROR,35.20598296898196
host-b,INFO,25.575956820750044
host-c,ERROR,75.12543398927102
host-a,INFO,323.32507727624863
host-a,INFO,10.528697425245735
host-a,INFO,30.060304775679747
host-b,INFO,28.094734335074538
host-b,INFO,73.6450841081402
host-b,INFO,24.9125725551554
host-a,INFO,20.423777001264583
host-b,INFO,22.363960049715725
host-c,INFO,73.78366105976266
host-b,INFO,25.023420390285267
host-c,WARN,9.704478513167631
host-a,INFO,13.283780817558712
host-b,INFO,4.028658127126558
host-b,WARN,47.70222224262115
host-a,WARN,7.16904310947214
host-b,INFO,10.869639934154073
host-c,INFO,39.776650163566764
host-a,WARN,26.836282764730253
host-c,WARN,1.2443880324977517
host-a,INFO,98.68247291830545
host-c,INFO,42.3540651470937
host-c,INFO,47.21644381205061
host-c,INFO,28.261101620689494
host-b,INFO,11.317779914064655
host-b,INFO,38.96441083472821
host-b,INFO,56.00224032263282
host-b,INFO,65.86693350083284
host-b,INFO,13.672069339426237
host-c,INFO,22.630081984917833
host-b,INFO,103.9447411093171
host-c,INFO,29.858948613551444
host-a,INFO,20.960129209568688
host-c,ERROR,55.673247074558496
host-b,INFO,109.07059128311064
host-a,INFO,13.10639638213901
host-b,WARN,29.2408854945625
host-a,INFO,33.084335919395784
host-c,INFO,103.23672951203744
host-a,INFO,72.99477366683135
host-b,INFO,13.78052576405295
host-a,ERROR,6.636264700979928
host-c,INFO,46.922303167765854
host-a,WARN,0.8553618804978594
host-c,INFO,85.22341855004831
host-a,INFO,197.42353306941303
host-c,INFO,37.736040194056095
host-c,INFO,3.8699809087112986
host-c,INFO,8.43247903169261
host-c,INFO,60.98829125711347
host-b,INFO,36.1197805157146
host-c,ERROR,100.75715364911542
host-b,WARN,2.201431677417949
host-c,INFO,9.745804766747058
host-a,INFO,31.04052862377668
host-a,WARN,11.434877417437395
host-b,INFO,42.67234314051945
host-a,WARN,28.586502015497523
host-c,INFO,54.82977456756354
host-a,INFO,45.73145143504606
host-b,INFO,10.12533906279785
host-a,WARN,45.90113201925357
host-b,WARN,70.30544880738633
host-c,WARN,52.77587749718498
host-c,INFO,35.58067707457873
host-a,INFO,28.849325572587365
host-a,INFO,2.5298446642662995
host-a,INFO,149.72364069520026
host-c,INFO,42.51134379442287
host-a,INFO,17.53524242142756
host-c,WARN,3.6098623545370656
host-b,WARN,90.3571996015192
host-a,INFO,36.425285673877205
host-a,ERROR,44.29908467361668
host-b,WARN,0.13892052097746382
host-b,INFO,20.398142762303216
host-b,WARN,94.74989173022644
host-b,INFO,86.80722677157495
host-c,INFO,7.42960282921069
host-a,WARN,15.491857388793198
host-c,INFO,11.687240240953198
host-c,WARN,67.7952897118404
host-b,WARN,4.329039031372546
host-a,INFO,23.002200700341717
host-c,INFO,7.980113082553915
host-c,INFO,19.78718825082017
host-b,INFO,185.18256498850644
host-a,WARN,8.84472797371102
host-a,INFO,33.21094357484374
host-a,WARN,98.78842955648065
host-c,ERROR,4.285284882816157
host-b,INFO,59.19364014216425
host-a,ERROR,2.4775348077953296
host-c,INFO,35.579979494706365
host-c,INFO,38.904070198950066
host-a,INFO,14.25970771723078
host-b,INFO,89.04855447291517
host-b,INFO,88.16581052329595
host-a,WARN,8.882154468497557
host-c,INFO,21.320946430583792
host-b,ERROR,13.353298391635244
host-c,INFO,75.29209887444154
host-c,WARN,110.14179135145143
host-b,INFO,1.2310999853124505
host-c,WARN,7.284568510045662
host-c,WARN,6.257689501371984
host-a,INFO,1.2336233285998737
host-b,WARN,23.766037804881712
host-c,INFO,37.6567164404691
host-b,INFO,85.18952455446792
host-b,INFO,3.7191621881527683
host-c,INFO,30.81505602506569
host-b,INFO,4.0874601085139535
host-a,ERROR,8.637348445315093
host-a,INFO,18.650348985203717
host-c,ERROR,260.1164654493913
host-b,WARN,16.68858625826148
host-c,WARN,26.54561981075271
host-b,WARN,96.97062074325251
host-c,WARN,16.8145607523249
host-c,INFO,72.41645086671696
host-b,INFO,2.4493454177584995
host-a,INFO,8.255455106280596
host-c,ERROR,4.328831037601469
host-a,INFO,28.45582282375585
host-b,INFO,5.91620256604351
host-c,INFO,1.7539564863073658
host-b,INFO,46.28224160340205
host-a,INFO,11.105873502826988
host-b,WARN,104.45842959258978
host-c,INFO,30.067728525221032
host-a,WARN,21.579822976245254
host-c,WARN,29.67364515899161
host-a,INFO,9.936021699870462
host-b,WARN,9.901221458299721
host-b,INFO,20.60661657148422
host-c,INFO,17.012338273364712
host-c,WARN,11.576165600736532
host-c,INFO,112.272118344189
host-a,WARN,24.518806897092407
host-a,INFO,58.0884946560256
host-c,INFO,78.85659890955601
host-a,INFO,30.991639495787247
host-a,INFO,61.4865886402325
host-b,INFO,27.179877376290847
host-b,WARN,15.359620793103906
host-b,WARN,0.736153897441113
host-c,INFO,9.303471916033827
host-b,INFO,12.311338581419868
host-b,INFO,41.83717236038761
host-a,INFO,66.70465764489248
host-b,WARN,168.748574791104
host-a,INFO,2.7681224439590912
host-b,INFO,76.60863256244919
host-c,INFO,3.2300245351989645
host-c,WARN,30.182122033873142
host-b,ERROR,63.41012657215076
host-b,ERROR,28.30559072846595
host-b,INFO,23.89785880388899
host-c,INFO,47.244084924936516
host-a,ERROR,31.62178073566479
host-a,INFO,138.62784000465703
host-b,INFO,9.301821114388407
host-c,ERROR,61.869267152555075
host-a,ERROR,108.82693993862492
host-b,INFO,35.091934913101994
host-c,INFO,17.401695116014608
host-c,INFO,22.25579057431444
host-a,INFO,94.24596380966716
host-c,WARN,81.84865829721437
host-b,WARN,0.8517192788069119
host-b,INFO,29.52478570875105
host-a,ERROR,12.882922205132774
host-c,INFO,89.55067628909264
host-a,WARN,156.0931374808209
host-a,ERROR,140.0221773668922
host-c,INFO,37.254753813866934
host-a,INFO,7.4563130234260795
host-c,INFO,32.15357929417576
host-b,INFO,55.51773830660285
host-a,WARN,61.93339972829703
host-c,ERROR,38.543926892372326
host-c,INFO,86.82665193984968
host-c,INFO,25.08707093793381
host-a,INFO,14.799598603536912
host-b,INFO,4.6269844409653995
host-a,WARN,2.5689802934173676
host-b,WARN,20.38236917746296
host-a,INFO,13.256841664109857
host-a,INFO,14.912997605110537
host-a,ERROR,20.590845041808375
host-b,INFO,162.3703357381454
host-c,INFO,89.77526135588583
host-a,INFO,39.83457701952122
host-a,INFO,17.169576347318433
host-b,INFO,91.63953989910118
host-a,INFO,8.077083059618365
host-c,ERROR,41.398195204576524
host-c,INFO,33.55852706298725
host-b,INFO,5.629654394863954
host-b,INFO,21.768396041195093
host-c,INFO,70.07679583441637
host-c,WARN,22.007552284504754
host-c,WARN,26.452550088820963
host-b,INFO,95.11545584899342
host-c,INFO,7.4285065618211386
host-c,INFO,3.582951604538579
host-c,INFO,30.296638037563977
host-a,INFO,133.4421008641998
host-b,WARN,22.598564914004847
host-b,INFO,16.826119714710785
host-b,INFO,1.7531707231451557
host-b,INFO,55.377202077411106
host-a,WARN,71.7477823782405
host-a,INFO,7.926045824135297
host-a,WARN,12.08676291992197
host-a,INFO,1.8117117812159438
host-a,INFO,3.8523533246177943
host-b,INFO,43.08503459645525
host-b,INFO,7.050254177685902
host-b,INFO,49.279100413845555
host-a,INFO,2.7393003267067435
host-c,INFO,194.9548195614188
host-b,WARN,35.002187657807426
host-b,INFO,25.080775441267978
host-c,INFO,15.645775297514083
host-a,INFO,5.122338303732864
host-c,INFO,11.508118350922633
host-c,ERROR,11.661708312829372
host-b,INFO,47.69179987467069
host-b,INFO,30.696001978018515
host-a,INFO,25.636864847502565
host-c,INFO,55.357134367010154
host-a,INFO,0.19587639773696255
host-c,INFO,16.137516496017078
host-b,WARN,10.814997477916592
host-c,INFO,144.0811274083109
host-a,WARN,15.276288784781405
host-c,INFO,49.94108854602221
host-a,INFO,5.2887148009705305
host-c,INFO,46.58306494969572
host-b,INFO,2.8843508825840947
host-b,INFO,20.600260329532983
host-a,INFO,162.7389166005801
host-b,INFO,26.9405160063234
host-c,INFO,55.06494270183887
host-c,INFO,27.33038898013134
host-b,INFO,26.25846410736476
host-a,INFO,80.55472654095274
host-c,WARN,17.68189366547555
host-a,INFO,6.9220851602210836
host-c,INFO,146.647588602639
host-a,WARN,291.4331413034796
host-a,INFO,31.352660734026205
host-c,INFO,33.235774332433344
host-c,INFO,35.56593530804001
host-a,INFO,26.25042576603766
host-c,INFO,10.297722604580768
host-b,INFO,168.5811589024597
host-c,WARN,32.67760507848709
host-a,INFO,3.6023280340388104
host-c,INFO,54.72004795429708
host-c,INFO,10.944532535096975
host-a,INFO,3.4222886145698994
host-c,ERROR,5.735369165509442
host-a,WARN,61.70710147954266
host-a,INFO,19.378529897900982
host-a,WARN,18.250771578132525
host-a,INFO,3.5093167367207627
host-b,INFO,28.763943904819673
host-b,WARN,5.477722219654934
host-a,INFO,7.408499110328809
host-c,WARN,8.430458829232174
host-b,INFO,46.81276569775974
host-a,INFO,33.97647356858946
host-b,INFO,3.880925915375765
host-a,INFO,74.74290662186768
host-b,WARN,6.519463948859275
host-a,INFO,15.916847347302063
host-b,INFO,18.615179101612732
host-b,INFO,61.84217653048444
host-c,INFO,11.639295266385385
host-b,INFO,16.54195180507252
host-c,INFO,0.899662192464925
host-b,WARN,49.418022130788174
host-a,WARN,36.6912507141655
host-c,INFO,123.40593061034619
host-b,INFO,36.365687910816504
host-c,INFO,43.46415195923873
host-a,WARN,76.31137989956245
host-a,WARN,11.504276668023033
host-a,INFO,135.1030512899219
host-a,INFO,71.23588882994189
host-a,WARN,98.69122142447114
host-c,INFO,89.76830842120151
host-c,WARN,3.496482194239528
host-b,INFO,11.46805645595036
host-b,ERROR,14.42618548020375
host-a,WARN,104.35253202251718
host-a,INFO,13.112272883919706
host-c,WARN,85.40714387821568
host-a,INFO,23.79118967914173
host-a,INFO,44.37738235722213
host-a,WARN,102.71940284015015
host-b,INFO,88.61195233238432
host-c,INFO,85.97072443323505
host-b,INFO,56.203186647144534
host-a,ERROR,20.458558386002643
host-a,INFO,62.04998522825711
host-b,ERROR,5.535983486708542
host-b,INFO,2.7549279750293953
host-c,INFO,6.059168858665913
host-a,INFO,9.812562787158255
host-a,INFO,55.86274498421251
host-b,INFO,64.67987293433154
host-c,INFO,5.535139678274189
host-c,WARN,3.956053540909141
host-a,ERROR,6.222223528614231
host-a,INFO,14.248327332351925
host-b,ERROR,40.37872302656636
host-a,INFO,6.731306885065866
host-b,INFO,32.30928643298008
host-a,WARN,107.51996731169884
host-a,INFO,6.019214451094398
host-a,WARN,30.085161316892123
host-c,WARN,1.382481177767084
host-a,WARN,64.47565025419811
host-a,INFO,51.797933027589785
host-c,WARN,20.49928897322081
host-c,INFO,9.371393811216103
host-a,INFO,117.53865641764789
host-c,INFO,20.20028195124859
host-c,INFO,165.84666517263884
host-c,ERROR,164.73130691575594
host-c,ERROR,31.363545448638387
host-b,INFO,31.100198963903292
host-a,INFO,17.43337453753384
host-b,INFO,4.616455744305619
host-a,INFO,19.97025218715104
host-c,INFO,116.84834058315607
host-b,INFO,2.631772718426402
host-c,WARN,118.54082926041542
host-c,ERROR,5.656933053299677
host-c,WARN,24.514586445717928
host-a,WARN,19.17532504539442
host-c,INFO,71.76977370532721
host-a,WARN,98.12824057519262
host-a,INFO,32.24255353651701
host-c,INFO,7.445745827539732
host-a,WARN,75.96161134486086
host-b,INFO,25.870219870670276
host-a,INFO,16.90749302047734
host-c,INFO,20.045683619818963
host-c,INFO,4.485686108362432
host-b,INFO,86.14759027447288
host-b,INFO,77.48848340489461
host-a,WARN,21.08229951758136
host-a,INFO,81.82225561000661
host-b,INFO,67.39915778972505
host-c,INFO,44.78440229721496
host-c,INFO,17.360108264844236
host-b,INFO,167.521635323155
host-b,INFO,38.57838361744418
host-c,INFO,35.08164553698831
host-c,INFO,34.928174130824466
host-a,INFO,5.623726036627988
host-b,INFO,42.88983238679621
host-b,ERROR,48.33266687985061
host-b,INFO,13.788667205061051
host-c,INFO,2.026275279906462
host-a,ERROR,47.21368427362748
host-c,WARN,18.028390833064066
host-b,INFO,139.12268904549984
host-b,INFO,38.16387194943406
host-b,WARN,1.6199625294256221
host-b,INFO,45.11851115811042
host-b,WARN,61.96386228986845
host-c,INFO,28.74808276676678
host-a,WARN,41.48087453592622
host-b,INFO,81.61447639675391
host-b,INFO,29.101382447724717
host-b,WARN,151.48543250674174
host-c,INFO,10.452115795373173
host-c,INFO,124.22001864102519
host-b,INFO,73.99494124562685
host-b,INFO,48.38130274163961
host-b,WARN,4.861913289890426
host-b,INFO,137.1446227302233
host-b,ERROR,49.276790417477564
host-c,WARN,100.52871607018166
host-b,WARN,7.580375626494297
host-b,INFO,203.6846067488634
host-b,WARN,164.92693576896474
host-c,INFO,73.75485668752873
host-b,INFO,2.6778092503229627
host-c,INFO,6.235973328312329
host-a,INFO,8.91386368474763
host-c,INFO,24.81859438507493
host-b,INFO,37.42294623730604
host-c,INFO,5.251737701999003
host-b,INFO,5.100538854842263
host-c,INFO,6.986484164613106
host-c,WARN,179.225240302279
host-a,INFO,20.753928007455453
host-c,INFO,116.0967005786041
host-a,INFO,7.950390152460554
host-a,INFO,11.675148494592278
host-c,INFO,3.407537896352969
host-c,INFO,49.9875937674644
host-c,WARN,39.366832271839016
host-a,INFO,101.0727440554683
host-b,INFO,114.78427305675822
host-b,INFO,54.046668249714244
host-a,WARN,6.6946645639906075
host-a,WARN,122.07612437073239
host-c,INFO,72.47693532435659
host-c,INFO,6.742118009963995
host-b,INFO,24.79304793973472
host-b,INFO,65.73585731641396
host-b,INFO,176.17952240655796
host-c,WARN,83.18185059388492
host-c,ERROR,86.14205771776574
host-a,INFO,21.213450487545064
host-c,INFO,77.28476102007818
host-b,INFO,72.20264498837201
host-a,INFO,84.5121483502187
host-c,INFO,33.60043854729804
host-b,WARN,133.14109033587704
host-c,INFO,57.81516909554229
host-a,INFO,54.293284826483415
host-c,INFO,1.592538265480471
host-b,WARN,12.350147058961143
host-a,INFO,11.441695390402991
host-b,INFO,0.642745930885496
host-a,INFO,8.122212638560333
host-c,INFO,100.43963942955266
host-c,ERROR,25.553171746727827
host-b,INFO,38.413384301778294
host-c,INFO,4.079989486171015
host-a,INFO,4.084230227874421
host-c,INFO,62.93009398156046
host-c,ERROR,107.6900047179376
host-c,INFO,22.59566075219971
host-c,WARN,123.74413032153177
host-c,INFO,21.407377277032875
host-c,INFO,3.4965886464403018
host-c,WARN,26.46270803227892
host-c,INFO,16.311338432809823
host-b,INFO,12.65795852010076
host-b,WARN,39.95321298480141
host-c,WARN,117.31612521192905
host-b,INFO,14.294262189085144
host-c,WARN,126.29007625113087
host-c,WARN,143.07562347802553
host-c,INFO,176.02433022136088
host-b,INFO,228.98430929040052
host-a,INFO,44.7351098824569
host-c,INFO,16.996215457373125
host-c,INFO,104.89316128391046
host-a,INFO,18.308504775632013
host-b,INFO,127.41439799599603
host-a,INFO,4.075959966439788
host-c,INFO,50.881474113953395
host-a,WARN,61.146850974142275
host-c,INFO,35.34819387931824
host-b,INFO,13.563208812517372
host-b,ERROR,50.72370349256262
host-b,ERROR,6.913369480613247
host-c,INFO,33.35064413702571
host-b,INFO,11.180203630526734
host-a,WARN,28.49155862036481
host-b,WARN,3.8897576084519643
host-c,INFO,100.6779072977096
host-a,INFO,8.873726730685718
host-a,WARN,59.72710682174493
host-a,ERROR,128.06242682670734
host-a,INFO,18.618521790008177
host-c,INFO,31.37023132625492
host-b,INFO,34.194508568544286
host-a,INFO,33.27300353972817
host-b,WARN,74.50838158635455
host-b,ERROR,8.583005657817194
host-b,INFO,120.05165574686856
host-b,INFO,28.38858057598109
host-c,INFO,11.109904546485936
host-a,INFO,9.605547673178409
host-a,WARN,26.59269378301258
host-b,INFO,124.87456765708609
host-a,WARN,13.71269101860833
host-b,INFO,13.233848071804744
host-c,WARN,33.04885317090787
host-a,INFO,4.9403494845266005
host-b,INFO,29.976028612467193
host-a,INFO,8.999156963519042
host-b,INFO,57.48659315363959
host-a,INFO,69.82643873288364
host-c,WARN,152.61709543340584
host-a,INFO,37.19034351996594
host-c,ERROR,67.5941606310107
host-c,INFO,39.68984067779305
host-b,INFO,186.59118135530022
host-b,WARN,52.17535797960395
host-a,INFO,29.813122105302696
host-c,INFO,1.288705581453909
host-b,INFO,16.998271722198368
host-c,INFO,46.84173277495597
host-c,INFO,110.22318891620517
host-c,WARN,6.123042809821454
host-a,INFO,26.866346772406764
host-c,WARN,45.463217016009565
host-c,INFO,29.795590473826795
host-a,WARN,3.1212241758612493
host-a,INFO,63.56852733819962
host-b,INFO,21.504484087045732
host-c,INFO,20.384008690838577
host-c,INFO,25.75379796208706
host-a,INFO,34.93232379892883
host-a,ERROR,40.25617296972154
host-b,INFO,15.229846224905522
host-a,WARN,18.231167685521353
host-a,INFO,20.152485403885535
host-a,ERROR,15.292665934456576
host-a,INFO,2.518929690075215
host-b,INFO,9.001426259249763
host-c,INFO,48.85641234174821
host-c,INFO,249.25055090759813
host-c,ERROR,38.90209159818602
host-c,ERROR,3.255218524631203
host-c,INFO,9.30376767961926
host-a,INFO,39.82884039800312
host-c,ERROR,111.64288915779392
host-a,INFO,91.34908016275254
host-c,INFO,10.96875206492877
host-c,INFO,11.042028522450497
host-a,INFO,296.5360066035626
host-c,INFO,23.74427774974836
host-a,INFO,122.384977007256
host-b,INFO,85.6509757126721
host-b,INFO,103.32785166335708
host-b,INFO,23.811247937737296
host-c,INFO,47.06696361338466
host-c,INFO,12.446384206902678
host-c,INFO,108.57698540899025
host-c,INFO,117.54648983909088
host-a,WARN,9.238631347467605
host-b,INFO,63.072118001924835
host-a,INFO,11.005502263816275
host-b,INFO,5.462787715009456
host-b,ERROR,55.14995666317104
host-a,INFO,52.92617911749679
host-a,INFO,117.56400490962555
host-a,WARN,40.1685139823635
host-b,ERROR,35.477776445890115
host-a,INFO,112.19572630798444
host-c,WARN,7.064396753183192
host-a,WARN,27.719018999187096
host-b,INFO,19.500662145488597
host-b,INFO,3.3016267010342872
host-a,WARN,13.829353767828541
host-a,WARN,79.16702726290534
host-b,WARN,8.565763541128577
host-b,INFO,39.92644465235119
host-a,INFO,0.5991309221854894
host-c,INFO,0.9676429155771138
host-c,WARN,63.70161950705408
host-c,WARN,28.95915268718373
host-b,INFO,71.91955719966771
host-c,WARN,47.465567209295756
host-c,WARN,114.18687636523188
host-a,INFO,144.83196047224575
host-a,WARN,11.054520068962903
host-c,ERROR,32.454769116409196
host-b,INFO,31.594337900740864
host-c,INFO,46.030428873364855
host-a,INFO,96.39827394682656
host-a,WARN,33.59423390236215
host-a,INFO,9.210828949609288
host-c,INFO,101.85874251990809
host-b,INFO,51.03069813881421
host-c,WARN,16.244322427783388
host-a,INFO,6.838560673407848
host-a,INFO,69.26692029590836
host-a,WARN,49.06476929560465
host-a,INFO,45.9047756940751
host-c,INFO,92.68735465068966
host-c,INFO,137.71315303947853
host-b,INFO,51.83899498503741
host-a,ERROR,64.02778417389324
host-c,ERROR,29.253966041382345
host-c,INFO,96.42882601323284
host-a,INFO,16.90995274373168
host-c,INFO,99.83607628689805
host-a,INFO,45.19772802023713
host-b,ERROR,4.101452276178788
host-a,INFO,155.91715478725646
host-a,INFO,10.17695651678192
host-c,INFO,23.59241440374508
host-b,INFO,9.812130179129236
host-b,INFO,76.59375928310945
host-c,ERROR,92.04382742446981
host-b,INFO,19.053687759730266
host-b,INFO,2.2558763017012566
host-a,INFO,10.236723810001337
host-c,INFO,6.422818262476687
host-b,ERROR,22.162550099238
host-b,WARN,6.111815451816587
host-b,INFO,28.090378675373874
host-a,ERROR,44.93291097068335
host-a,INFO,12.234087267401527
host-c,ERROR,34.222242254333025
host-c,INFO,27.081209163602804
host-a,INFO,32.06145656901606
host-c,INFO,78.96609150455063
host-c,WARN,103.27423490066805
host-c,INFO,43.468859434893645
host-a,INFO,78.4686227332775
host-a,ERROR,29.589362884208985
host-b,INFO,14.735752515904398
host-b,INFO,41.507787025108115
host-b,INFO,35.57845531497406
host-b,INFO,168.74475708745285
host-c,WARN,94.48444871587216
host-c,INFO,40.887154391802376
host-a,INFO,66.6787892003409
host-c,WARN,6.8634792639653535
host-c,WARN,94.24981907519808
host-c,ERROR,44.81829950180469
host-b,INFO,65.03193110322418
host-a,ERROR,29.12910188880508
host-b,INFO,35.050239485176746
host-c,INFO,34.13668127491022
host-c,INFO,39.398429524767565
host-a,WARN,39.361617941741585
host-b,INFO,19.95148195422552
host-c,INFO,78.57601387324341
host-a,WARN,32.747821984887295
host-c,INFO,25.151173414390882
host-c,INFO,32.59320379033824
host-a,INFO,28.866821227792016
host-a,INFO,36.44914554167536
host-c,INFO,37.46397401536722
host-a,INFO,57.94367176770929
host-c,INFO,107.43190199988008
host-b,INFO,10.60103148423231
host-c,ERROR,153.3056783681445
host-a,INFO,84.71035290896582
host-b,WARN,158.96705831888374
host-a,INFO,24.980259464194518
host-c,INFO,57.29336061890916
host-a,WARN,18.30930672055721
host-c,INFO,7.581861733637943
host-a,INFO,63.188161792239825
host-a,INFO,22.406905641603533
host-c,INFO,54.337429681807755
host-b,INFO,169.15020911461193
host-c,INFO,83.67766286952796
host-b,INFO,39.063604676224
host-b,INFO,2.287914389831101
host-b,INFO,4.935602847312653
host-b,INFO,97.88515714855859
host-c,INFO,60.20985148810538
host-c,INFO,33.345746298271735
host-b,INFO,61.44480163550625
host-b,INFO,21.04414130695556
host-b,INFO,49.30050175509514
host-b,WARN,162.2157428508609
host-b,INFO,19.810775329288816
host-b,WARN,30.813536763222192
host-a,INFO,36.06876818375076
host-b,WARN,65.70392193933814
host-a,ERROR,275.27551723994696
host-c,ERROR,59.83048151467951
host-c,WARN,13.753028569061488
host-b,WARN,1.2949927102413827
host-c,ERROR,64.73029525486342
host-c,INFO,12.386749104432976
host-b,INFO,10.437696805374536
host-c,INFO,19.704775190122984
host-c,INFO,3.6569394407926477
host-b,INFO,111.43684296448735
host-b,INFO,135.06109080605358
host-b,ERROR,121.02164945991782
host-a,WARN,24.05933930037905
host-b,INFO,6.034690279193974
host-c,INFO,5.0316064531346685
host-b,WARN,3.4769061053071515
host-a,INFO,13.396405150657277
host-c,INFO,74.07338261770057
host-a,INFO,8.019844576259553
host-c,ERROR,61.289993720984945
host-b,WARN,22.241101607045607
host-a,INFO,0.1566878297180943
host-b,INFO,80.03450384568916
host-c,INFO,115.61056080442572
host-b,INFO,12.928196280344123
host-b,WARN,75.56132011540171
host-c,INFO,24.814823485769967
host-a,WARN,45.62568598038103
host-c,INFO,73.93611247964441
host-c,ERROR,74.04568717956703
host-b,INFO,118.64473079065718
host-c,ERROR,2.2961128209616843
host-a,INFO,241.17917295482684
host-c,INFO,86.22116554018304
host-c,INFO,11.034395290101658
host-b,INFO,3.5642507549428006
host-a,INFO,23.201846716314243
host-b,INFO,42.35899644809331
host-b,INFO,145.68178174674628
host-a,INFO,1.7563092124783144
host-a,INFO,103.88337231282824
host-c,INFO,66.96521193084779
host-a,INFO,73.94129336313414
host-b,ERROR,31.35597006247661
host-a,ERROR,1.395337088889398
host-a,INFO,92.82294107430367
host-a,INFO,30.53479733232029
host-b,WARN,322.5951360879851
host-c,INFO,80.35767834811632
host-c,INFO,24.770040411795048
host-b,INFO,43.087165191866625
host-c,WARN,15.343230098608766
host-c,INFO,223.4996126373429
host-b,INFO,34.32382870083656
host-b,ERROR,69.99117245274662
host-c,WARN,2.4186152256919153
host-a,WARN,57.861117413886376
host-c,INFO,19.941364653445877
host-a,WARN,162.07879049838053
host-b,INFO,12.947886859209277
host-a,WARN,97.95828826884076
host-a,INFO,7.479850873846064
host-a,ERROR,246.1471732203394
host-b,INFO,123.83873470125015
host-c,INFO,26.831398341599094
host-c,ERROR,1.357300051388236
host-a,WARN,43.2270445845691
host-c,INFO,79.69073182581621
host-b,WARN,1.8020698259954437
host-b,ERROR,17.217616133522657
host-b,WARN,37.293299365027096
host-b,WARN,19.94538655419037
host-c,WARN,65.43014983983983
host-a,WARN,5.091550901463803
host-a,INFO,37.362209403873955
host-a,WARN,32.02026671948243
host-b,ERROR,6.961556683720406
host-c,INFO,8.821598176778037
host-c,INFO,86.0689031448117
host-c,INFO,36.85919817473517
host-c,INFO,3.4289496438268903
host-c,INFO,14.419269914222314
host-c,INFO,26.95369450240184
host-a,INFO,24.612036401814112
host-b,WARN,39.61003255786872
host-a,INFO,24.079991999169177
host-c,WARN,63.304284611966345
host-b,INFO,30.29302719630621
host-b,INFO,4.851365769223669
host-b,ERROR,17.984669535324795
host-b,INFO,143.26071283091787
host-c,INFO,109.7614563172088
host-c,INFO,9.414528184913035
host-b,INFO,110.10656227249427
host-c,ERROR,44.6037852425973
host-b,ERROR,14.760577672669978
host-c,INFO,28.673179829942708
host-b,INFO,96.16835273271049
host-c,INFO,5.666884989220079
host-a,INFO,0.1913401006728204
